X,Y,track_fid,track_seg_id,track_seg_point_id,ele,time,magvar,geoidheight,name,cmt,desc,src,link1_href,link1_text,link1_type,link2_href,link2_text,link2_type,sym,type,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid
83.731785,28.395815,0,0,1439,3042.6,2017/07/08 06:35:23+00,,,,,,,,,,,,,,,,,,,,,
83.731764,28.395861,0,0,1440,3040.6,2017/07/08 06:35:36+00,,,,,,,,,,,,,,,,,,,,,
83.731823,28.39586,0,0,1441,3038.7,2017/07/08 06:35:49+00,,,,,,,,,,,,,,,,,,,,,
83.731927,28.395893,0,0,1442,3035.9,2017/07/08 06:36:02+00,,,,,,,,,,,,,,,,,,,,,
83.731939,28.395884,0,0,1443,3035.6,2017/07/08 06:36:05+00,,,,,,,,,,,,,,,,,,,,,
83.732069,28.395863,0,0,1444,3033.5,2017/07/08 06:36:18+00,,,,,,,,,,,,,,,,,,,,,
83.732134,28.395825,0,0,1445,3032.8,2017/07/08 06:36:33+00,,,,,,,,,,,,,,,,,,,,,
83.732172,28.395793,0,0,1446,3033,2017/07/08 06:36:45+00,,,,,,,,,,,,,,,,,,,,,
83.732287,28.395772,0,0,1447,3032.7,2017/07/08 06:36:57+00,,,,,,,,,,,,,,,,,,,,,
83.732444,28.395773,0,0,1448,3032,2017/07/08 06:37:12+00,,,,,,,,,,,,,,,,,,,,,
83.732516,28.395774,0,0,1449,3031.7,2017/07/08 06:37:24+00,,,,,,,,,,,,,,,,,,,,,
83.732579,28.395764,0,0,1450,3031.4,2017/07/08 06:37:34+00,,,,,,,,,,,,,,,,,,,,,
83.732675,28.39571,0,0,1451,3030.5,2017/07/08 06:37:48+00,,,,,,,,,,,,,,,,,,,,,
83.732761,28.395601,0,0,1452,3029.1,2017/07/08 06:38:01+00,,,,,,,,,,,,,,,,,,,,,
83.732906,28.395586,0,0,1453,3028.1,2017/07/08 06:38:16+00,,,,,,,,,,,,,,,,,,,,,
83.733205,28.395507,0,0,1454,3027.6,2017/07/08 06:38:34+00,,,,,,,,,,,,,,,,,,,,,
83.733273,28.395372,0,0,1455,3029.3,2017/07/08 06:38:49+00,,,,,,,,,,,,,,,,,,,,,
83.733342,28.395277,0,0,1456,3030.1,2017/07/08 06:39:05+00,,,,,,,,,,,,,,,,,,,,,
83.733571,28.39526,0,0,1457,3034.1,2017/07/08 06:39:20+00,,,,,,,,,,,,,,,,,,,,,
83.733711,28.395154,0,0,1458,3034.6,2017/07/08 06:39:35+00,,,,,,,,,,,,,,,,,,,,,
83.733734,28.39506,0,0,1459,3033.5,2017/07/08 06:39:50+00,,,,,,,,,,,,,,,,,,,,,
83.733761,28.394986,0,0,1460,3032.5,2017/07/08 06:40:01+00,,,,,,,,,,,,,,,,,,,,,
83.733867,28395,0,0,1461,3030.7,2017/07/08 06:40:16+00,,,,,,,,,,,,,,,,,,,,,
83.733865,28.39491,0,0,1462,3028.9,2017/07/08 06:40:31+00,,,,,,,,,,,,,,,,,,,,,
83.733948,28.394942,0,0,1463,3026.8,2017/07/08 06:40:49+00,,,,,,,,,,,,,,,,,,,,,
83.733876,28.394827,0,0,1464,3024.8,2017/07/08 06:41:05+00,,,,,,,,,,,,,,,,,,,,,
83.733869,28.394818,0,0,1465,3024.5,2017/07/08 06:41:17+00,,,,,,,,,,,,,,,,,,,,,
83.733867,28.394894,0,0,1466,3022.2,2017/07/08 06:41:28+00,,,,,,,,,,,,,,,,,,,,,
83.733918,28.394935,0,0,1467,3020.6,2017/07/08 06:41:42+00,,,,,,,,,,,,,,,,,,,,,
83.733971,28.394901,0,0,1468,3020.1,2017/07/08 06:41:55+00,,,,,,,,,,,,,,,,,,,,,
83.734064,28.39496,0,0,1469,3020.2,2017/07/08 06:42:11+00,,,,,,,,,,,,,,,,,,,,,
83.734051,28.394963,0,0,1470,3020.2,2017/07/08 06:42:26+00,,,,,,,,,,,,,,,,,,,,,
83.734076,28.394948,0,0,1471,3020.3,2017/07/08 06:42:40+00,,,,,,,,,,,,,,,,,,,,,
83.734145,28.394872,0,0,1472,3020.5,2017/07/08 06:42:56+00,,,,,,,,,,,,,,,,,,,,,
83.734381,28.39476,0,0,1473,3013.3,2017/07/08 06:43:11+00,,,,,,,,,,,,,,,,,,,,,
83.734592,28.394703,0,0,1474,3005.7,2017/07/08 06:43:26+00,,,,,,,,,,,,,,,,,,,,,
83.734745,28.394766,0,0,1475,3000.4,2017/07/08 06:43:43+00,,,,,,,,,,,,,,,,,,,,,
83.734909,28.394746,0,0,1476,2994.5,2017/07/08 06:44:01+00,,,,,,,,,,,,,,,,,,,,,
83.734946,28.394763,0,0,1477,2993.1,2017/07/08 06:44:16+00,,,,,,,,,,,,,,,,,,,,,
83.734934,28.394958,0,0,1478,2993.1,2017/07/08 06:44:30+00,,,,,,,,,,,,,,,,,,,,,
83.734942,28.394994,0,0,1479,2993.3,2017/07/08 06:44:48+00,,,,,,,,,,,,,,,,,,,,,
83.734903,28.394967,0,0,1480,2995.5,2017/07/08 06:45:04+00,,,,,,,,,,,,,,,,,,,,,
83.734927,28.394983,0,0,1481,2993.3,2017/07/08 06:45:08+00,,,,,,,,,,,,,,,,,,,,,
83.735142,28.395108,0,0,1482,2989.5,2017/07/08 06:45:26+00,,,,,,,,,,,,,,,,,,,,,
83.735447,28.39515,0,0,1483,2984.8,2017/07/08 06:45:44+00,,,,,,,,,,,,,,,,,,,,,
83.735365,28.395015,0,0,1484,2982.7,2017/07/08 06:46:01+00,,,,,,,,,,,,,,,,,,,,,
83.735148,28.394928,0,0,1485,2986.3,2017/07/08 06:46:22+00,,,,,,,,,,,,,,,,,,,,,
83.735041,28.394916,0,0,1486,2990.2,2017/07/08 06:46:41+00,,,,,,,,,,,,,,,,,,,,,
83.734998,28.394869,0,0,1487,2991.7,2017/07/08 06:46:57+00,,,,,,,,,,,,,,,,,,,,,
83.734919,28.394972,0,0,1488,2993.8,2017/07/08 06:47:11+00,,,,,,,,,,,,,,,,,,,,,
83.734892,28.394962,0,0,1489,2996.1,2017/07/08 06:47:24+00,,,,,,,,,,,,,,,,,,,,,
83.734823,28.3949,0,0,1490,3000.6,2017/07/08 06:47:40+00,,,,,,,,,,,,,,,,,,,,,
83.734782,28.394832,0,0,1491,2997.2,2017/07/08 06:47:56+00,,,,,,,,,,,,,,,,,,,,,
83.734792,28.394776,0,0,1492,2994.8,2017/07/08 06:48:12+00,,,,,,,,,,,,,,,,,,,,,
83.734803,28.394691,0,0,1493,2991.2,2017/07/08 06:48:26+00,,,,,,,,,,,,,,,,,,,,,
83.735144,28.394652,0,0,1494,2978.5,2017/07/08 06:48:43+00,,,,,,,,,,,,,,,,,,,,,
83.735464,28.394638,0,0,1495,2971.7,2017/07/08 06:48:56+00,,,,,,,,,,,,,,,,,,,,,
83.735474,28.394602,0,0,1496,2970.6,2017/07/08 06:49:07+00,,,,,,,,,,,,,,,,,,,,,
83.735551,28.394558,0,0,1497,2967.8,2017/07/08 06:49:21+00,,,,,,,,,,,,,,,,,,,,,
83.735614,28.394485,0,0,1498,2963.7,2017/07/08 06:49:32+00,,,,,,,,,,,,,,,,,,,,,
83.735789,28.394441,0,0,1499,2957.6,2017/07/08 06:49:50+00,,,,,,,,,,,,,,,,,,,,,
83.735935,28.394512,0,0,1500,2957.7,2017/07/08 06:50:05+00,,,,,,,,,,,,,,,,,,,,,
83.736091,28.394574,0,0,1501,2954,2017/07/08 06:50:19+00,,,,,,,,,,,,,,,,,,,,,
83.736348,28.39454,0,0,1502,2947.7,2017/07/08 06:50:36+00,,,,,,,,,,,,,,,,,,,,,
83.736498,28.394467,0,0,1503,2944.8,2017/07/08 06:50:52+00,,,,,,,,,,,,,,,,,,,,,
83.736658,28.394419,0,0,1504,2941.3,2017/07/08 06:51:06+00,,,,,,,,,,,,,,,,,,,,,
83.736737,28.394341,0,0,1505,2939.9,2017/07/08 06:51:23+00,,,,,,,,,,,,,,,,,,,,,
83.736845,28.394252,0,0,1506,2941.3,2017/07/08 06:51:36+00,,,,,,,,,,,,,,,,,,,,,
83.736862,28.394048,0,0,1507,2946.6,2017/07/08 06:51:52+00,,,,,,,,,,,,,,,,,,,,,
83.736872,28.394051,0,0,1508,2946.6,2017/07/08 06:52:05+00,,,,,,,,,,,,,,,,,,,,,
83.736906,28.394035,0,0,1509,2946.8,2017/07/08 06:52:08+00,,,,,,,,,,,,,,,,,,,,,
83.737073,28.39395,0,0,1510,2946,2017/07/08 06:52:23+00,,,,,,,,,,,,,,,,,,,,,
83.737165,28.393875,0,0,1511,2946.4,2017/07/08 06:52:38+00,,,,,,,,,,,,,,,,,,,,,
83.737168,28.393878,0,0,1512,2946.5,2017/07/08 06:52:39+00,,,,,,,,,,,,,,,,,,,,,
83.737286,28.393898,0,0,1513,2948.3,2017/07/08 06:52:54+00,,,,,,,,,,,,,,,,,,,,,
83.737358,28.393888,0,0,1514,2949.1,2017/07/08 06:52:59+00,,,,,,,,,,,,,,,,,,,,,
83.737427,28.393877,0,0,1515,2948.7,2017/07/08 06:53:03+00,,,,,,,,,,,,,,,,,,,,,
83.737557,28.393876,0,0,1516,2944.4,2017/07/08 06:53:19+00,,,,,,,,,,,,,,,,,,,,,
83.737675,28.3939,0,0,1517,2931.5,2017/07/08 06:53:33+00,,,,,,,,,,,,,,,,,,,,,
83.737701,28.393887,0,0,1518,2929,2017/07/08 06:53:47+00,,,,,,,,,,,,,,,,,,,,,
83.737708,28.393903,0,0,1519,2923.5,2017/07/08 06:54:00+00,,,,,,,,,,,,,,,,,,,,,
83.737743,28.393883,0,0,1520,2923.8,2017/07/08 06:54:19+00,,,,,,,,,,,,,,,,,,,,,
83.737762,28.393877,0,0,1521,2923.8,2017/07/08 06:54:37+00,,,,,,,,,,,,,,,,,,,,,
83.737789,28.393868,0,0,1522,2923.9,2017/07/08 06:54:55+00,,,,,,,,,,,,,,,,,,,,,
83.73785,28.393856,0,0,1523,2924,2017/07/08 06:55:12+00,,,,,,,,,,,,,,,,,,,,,
83.737869,28.393822,0,0,1524,2924.2,2017/07/08 06:55:29+00,,,,,,,,,,,,,,,,,,,,,
83.737916,28.393847,0,0,1525,2923.9,2017/07/08 06:55:43+00,,,,,,,,,,,,,,,,,,,,,
83.738022,28.393826,0,0,1526,2921.4,2017/07/08 06:55:57+00,,,,,,,,,,,,,,,,,,,,,
83.738132,28.393886,0,0,1527,2915.1,2017/07/08 06:56:10+00,,,,,,,,,,,,,,,,,,,,,
83.738175,28.393895,0,0,1528,2913.9,2017/07/08 06:56:22+00,,,,,,,,,,,,,,,,,,,,,
83.738206,28.393882,0,0,1529,2912.9,2017/07/08 06:56:39+00,,,,,,,,,,,,,,,,,,,,,
83.738223,28.393852,0,0,1530,2912.8,2017/07/08 06:56:55+00,,,,,,,,,,,,,,,,,,,,,
83.73815,28.393892,0,0,1531,2912.5,2017/07/08 06:57:09+00,,,,,,,,,,,,,,,,,,,,,
83.738173,28.393965,0,0,1532,2911.4,2017/07/08 06:57:27+00,,,,,,,,,,,,,,,,,,,,,
83.738166,28.393995,0,0,1533,2911.2,2017/07/08 06:57:31+00,,,,,,,,,,,,,,,,,,,,,
83.738167,28.39404,0,0,1534,2910.8,2017/07/08 06:57:34+00,,,,,,,,,,,,,,,,,,,,,
83.738188,28.394108,0,0,1535,2907.9,2017/07/08 06:57:52+00,,,,,,,,,,,,,,,,,,,,,
83.738284,28.394094,0,0,1536,2903.9,2017/07/08 06:58:05+00,,,,,,,,,,,,,,,,,,,,,
83.738357,28.3941,0,0,1537,2902.1,2017/07/08 06:58:20+00,,,,,,,,,,,,,,,,,,,,,
83.738469,28.394047,0,0,1538,2900.8,2017/07/08 06:58:38+00,,,,,,,,,,,,,,,,,,,,,
83.738585,28.394019,0,0,1539,2895.9,2017/07/08 06:58:52+00,,,,,,,,,,,,,,,,,,,,,
83.738752,28.393919,0,0,1540,2889.5,2017/07/08 06:59:09+00,,,,,,,,,,,,,,,,,,,,,
83.738867,28.393898,0,0,1541,2890.5,2017/07/08 06:59:14+00,,,,,,,,,,,,,,,,,,,,,
83.739029,28.393878,0,0,1542,2893.5,2017/07/08 06:59:30+00,,,,,,,,,,,,,,,,,,,,,
83.739155,28.393923,0,0,1543,2890.5,2017/07/08 06:59:43+00,,,,,,,,,,,,,,,,,,,,,
83.739282,28.394041,0,0,1544,2876.7,2017/07/08 06:59:56+00,,,,,,,,,,,,,,,,,,,,,
83.73938,28.394161,0,0,1545,2875.7,2017/07/08 07:00:10+00,,,,,,,,,,,,,,,,,,,,,
83.739422,28.39438,0,0,1546,2873.3,2017/07/08 07:00:25+00,,,,,,,,,,,,,,,,,,,,,
83.739571,28.394398,0,0,1547,2868.6,2017/07/08 07:00:39+00,,,,,,,,,,,,,,,,,,,,,
83.739738,28.394392,0,0,1548,2869.7,2017/07/08 07:00:53+00,,,,,,,,,,,,,,,,,,,,,
83.739836,28.394404,0,0,1549,2872.9,2017/07/08 07:01:05+00,,,,,,,,,,,,,,,,,,,,,
83.739922,28.394389,0,0,1550,2876.3,2017/07/08 07:01:17+00,,,,,,,,,,,,,,,,,,,,,
83.740072,28.39439,0,0,1551,2882.7,2017/07/08 07:01:31+00,,,,,,,,,,,,,,,,,,,,,
83.740284,28.394364,0,0,1552,2885.6,2017/07/08 07:01:42+00,,,,,,,,,,,,,,,,,,,,,
83.740386,28.394319,0,0,1553,2876,2017/07/08 07:01:57+00,,,,,,,,,,,,,,,,,,,,,
83.740607,28.394308,0,0,1554,2853.8,2017/07/08 07:02:30+00,,,,,,,,,,,,,,,,,,,,,
83.740783,28.39427,0,0,1555,2853.8,2017/07/08 07:02:47+00,,,,,,,,,,,,,,,,,,,,,
83.740911,28.394193,0,0,1556,2857.4,2017/07/08 07:03:02+00,,,,,,,,,,,,,,,,,,,,,
83.74104,28.394174,0,0,1557,2857,2017/07/08 07:03:17+00,,,,,,,,,,,,,,,,,,,,,
83.741138,28.394138,0,0,1558,2856.5,2017/07/08 07:03:30+00,,,,,,,,,,,,,,,,,,,,,
83.741218,28.394066,0,0,1559,2857.4,2017/07/08 07:03:45+00,,,,,,,,,,,,,,,,,,,,,
83.741422,28.394184,0,0,1560,2859.8,2017/07/08 07:04:09+00,,,,,,,,,,,,,,,,,,,,,
83.741449,28.394375,0,0,1561,2861.6,2017/07/08 07:05:31+00,,,,,,,,,,,,,,,,,,,,,
83.74146,28.394326,0,0,1562,2861.6,2017/07/08 07:05:55+00,,,,,,,,,,,,,,,,,,,,,
83.741486,28.394285,0,0,1563,2861.3,2017/07/08 07:06:54+00,,,,,,,,,,,,,,,,,,,,,
83.741618,28.394304,0,0,1564,2857.9,2017/07/08 07:07:14+00,,,,,,,,,,,,,,,,,,,,,
83.74162,28.39448,0,0,1565,2858.3,2017/07/08 07:08:42+00,,,,,,,,,,,,,,,,,,,,,
83.741803,28.39446,0,0,1566,2852.7,2017/07/08 07:09:29+00,,,,,,,,,,,,,,,,,,,,,
83.741704,28.39427,0,0,1567,2853.6,2017/07/08 07:10:12+00,,,,,,,,,,,,,,,,,,,,,
83.741547,28.394197,0,0,1568,2860.2,2017/07/08 07:10:35+00,,,,,,,,,,,,,,,,,,,,,
83.741582,28.394231,0,0,1569,2858.6,2017/07/08 07:11:25+00,,,,,,,,,,,,,,,,,,,,,
83.741551,28.394062,0,0,1570,2856.1,2017/07/08 07:11:44+00,,,,,,,,,,,,,,,,,,,,,
83.741603,28.394066,0,0,1571,2854.8,2017/07/08 07:12:03+00,,,,,,,,,,,,,,,,,,,,,
83.741533,28.394069,0,0,1572,2856,2017/07/08 07:12:29+00,,,,,,,,,,,,,,,,,,,,,
83.741597,28.393978,0,0,1573,2853.2,2017/07/08 07:12:49+00,,,,,,,,,,,,,,,,,,,,,
83.741665,28.393859,0,0,1574,2849.9,2017/07/08 07:13:10+00,,,,,,,,,,,,,,,,,,,,,
83.741727,28.393802,0,0,1575,2849.9,2017/07/08 07:13:30+00,,,,,,,,,,,,,,,,,,,,,
83.741612,28.39382,0,0,1576,2852.1,2017/07/08 07:13:52+00,,,,,,,,,,,,,,,,,,,,,
83.741601,28.394114,0,0,1577,2855.5,2017/07/08 07:15:14+00,,,,,,,,,,,,,,,,,,,,,
83.741553,28.394177,0,0,1578,2859,2017/07/08 07:15:37+00,,,,,,,,,,,,,,,,,,,,,
83.741521,28.394139,0,0,1579,2859,2017/07/08 07:15:42+00,,,,,,,,,,,,,,,,,,,,,
83.741561,28.393945,0,0,1580,2853.2,2017/07/08 07:16:23+00,,,,,,,,,,,,,,,,,,,,,
83.741751,28.393922,0,0,1581,2845.4,2017/07/08 07:16:37+00,,,,,,,,,,,,,,,,,,,,,
83.741836,28.393978,0,0,1582,2839.5,2017/07/08 07:16:51+00,,,,,,,,,,,,,,,,,,,,,
83.741865,28.394061,0,0,1583,2840.2,2017/07/08 07:17:04+00,,,,,,,,,,,,,,,,,,,,,
83.741792,28.394079,0,0,1584,2843.2,2017/07/08 07:17:19+00,,,,,,,,,,,,,,,,,,,,,
83.741819,28.394079,0,0,1585,2841.6,2017/07/08 07:17:34+00,,,,,,,,,,,,,,,,,,,,,
83.741896,28.394097,0,0,1586,2836.9,2017/07/08 07:17:45+00,,,,,,,,,,,,,,,,,,,,,
83.742069,28.394105,0,0,1587,2827.3,2017/07/08 07:17:57+00,,,,,,,,,,,,,,,,,,,,,
83.742212,28.394063,0,0,1588,2821.3,2017/07/08 07:18:09+00,,,,,,,,,,,,,,,,,,,,,
83.742267,28.394021,0,0,1589,2819.1,2017/07/08 07:18:25+00,,,,,,,,,,,,,,,,,,,,,
83.742376,28.394107,0,0,1590,2816.2,2017/07/08 07:18:44+00,,,,,,,,,,,,,,,,,,,,,
83.742486,28.394134,0,0,1591,2816.4,2017/07/08 07:18:59+00,,,,,,,,,,,,,,,,,,,,,
83.742612,28.394134,0,0,1592,2817,2017/07/08 07:19:12+00,,,,,,,,,,,,,,,,,,,,,
83.742624,28.394154,0,0,1593,2816.7,2017/07/08 07:19:23+00,,,,,,,,,,,,,,,,,,,,,
83.742688,28.394241,0,0,1594,2814.5,2017/07/08 07:19:35+00,,,,,,,,,,,,,,,,,,,,,
83.742724,28.394252,0,0,1595,2813.3,2017/07/08 07:19:46+00,,,,,,,,,,,,,,,,,,,,,
83.742731,28.394241,0,0,1596,2812.9,2017/07/08 07:20:06+00,,,,,,,,,,,,,,,,,,,,,
83.742751,28.394247,0,0,1597,2812.1,2017/07/08 07:20:23+00,,,,,,,,,,,,,,,,,,,,,
83.742878,28.394264,0,0,1598,2805.2,2017/07/08 07:20:34+00,,,,,,,,,,,,,,,,,,,,,
83.74295,28.394308,0,0,1599,2800.2,2017/07/08 07:20:48+00,,,,,,,,,,,,,,,,,,,,,
83.742974,28.394324,0,0,1600,2798.9,2017/07/08 07:21:01+00,,,,,,,,,,,,,,,,,,,,,
83.743048,28.394416,0,0,1601,2793,2017/07/08 07:21:14+00,,,,,,,,,,,,,,,,,,,,,
83.743078,28.394447,0,0,1602,2790.6,2017/07/08 07:21:28+00,,,,,,,,,,,,,,,,,,,,,
83.743173,28.394463,0,0,1603,2786.5,2017/07/08 07:21:40+00,,,,,,,,,,,,,,,,,,,,,
83.743277,28.394488,0,0,1604,2783.5,2017/07/08 07:21:54+00,,,,,,,,,,,,,,,,,,,,,
83.743353,28.3945,0,0,1605,2782.4,2017/07/08 07:22:07+00,,,,,,,,,,,,,,,,,,,,,
83.743409,28.39452,0,0,1606,2781.9,2017/07/08 07:22:19+00,,,,,,,,,,,,,,,,,,,,,
83.743462,28.394509,0,0,1607,2781.5,2017/07/08 07:22:29+00,,,,,,,,,,,,,,,,,,,,,
83.743539,28.394548,0,0,1608,2780.7,2017/07/08 07:22:42+00,,,,,,,,,,,,,,,,,,,,,
83.743628,28.394581,0,0,1609,2779.2,2017/07/08 07:22:53+00,,,,,,,,,,,,,,,,,,,,,
83.743778,28.39457,0,0,1610,2775.3,2017/07/08 07:23:04+00,,,,,,,,,,,,,,,,,,,,,
83.743884,28.394627,0,0,1611,2768.9,2017/07/08 07:23:16+00,,,,,,,,,,,,,,,,,,,,,
83.743967,28.394657,0,0,1612,2765.9,2017/07/08 07:23:27+00,,,,,,,,,,,,,,,,,,,,,
83.744076,28.39467,0,0,1613,2759.6,2017/07/08 07:23:40+00,,,,,,,,,,,,,,,,,,,,,
83.744191,28.394673,0,0,1614,2757.5,2017/07/08 07:23:53+00,,,,,,,,,,,,,,,,,,,,,
83.744435,28.394754,0,0,1615,2759.3,2017/07/08 07:24:05+00,,,,,,,,,,,,,,,,,,,,,
83.744501,28.394777,0,0,1616,2761.9,2017/07/08 07:24:12+00,,,,,,,,,,,,,,,,,,,,,
83.744656,28.394739,0,0,1617,2758.5,2017/07/08 07:24:23+00,,,,,,,,,,,,,,,,,,,,,
83.744679,28.394727,0,0,1618,2758.5,2017/07/08 07:24:25+00,,,,,,,,,,,,,,,,,,,,,
83.744725,28.394686,0,0,1619,2756.9,2017/07/08 07:24:33+00,,,,,,,,,,,,,,,,,,,,,
83.744731,28.394653,0,0,1620,2755.4,2017/07/08 07:24:46+00,,,,,,,,,,,,,,,,,,,,,
83.744739,28.394651,0,0,1621,2755.3,2017/07/08 07:24:48+00,,,,,,,,,,,,,,,,,,,,,
83.744761,28.394615,0,0,1622,2754.4,2017/07/08 07:25:01+00,,,,,,,,,,,,,,,,,,,,,
83.744819,28.394625,0,0,1623,2754.3,2017/07/08 07:25:05+00,,,,,,,,,,,,,,,,,,,,,
83.744982,28.394674,0,0,1624,2756.5,2017/07/08 07:25:16+00,,,,,,,,,,,,,,,,,,,,,
83.745096,28.394605,0,0,1625,2752.8,2017/07/08 07:25:26+00,,,,,,,,,,,,,,,,,,,,,
83.745186,28.39443,0,0,1626,2758.2,2017/07/08 07:25:38+00,,,,,,,,,,,,,,,,,,,,,
83.745245,28.394428,0,0,1627,2758.7,2017/07/08 07:25:49+00,,,,,,,,,,,,,,,,,,,,,
83.745353,28.394349,0,0,1628,2756.8,2017/07/08 07:26:04+00,,,,,,,,,,,,,,,,,,,,,
83.745442,28.394311,0,0,1629,2753.5,2017/07/08 07:26:16+00,,,,,,,,,,,,,,,,,,,,,
83.745604,28.394379,0,0,1630,2744.3,2017/07/08 07:26:29+00,,,,,,,,,,,,,,,,,,,,,
83.745656,28.394408,0,0,1631,2743,2017/07/08 07:26:33+00,,,,,,,,,,,,,,,,,,,,,
83.745793,28.394435,0,0,1632,2742.5,2017/07/08 07:26:46+00,,,,,,,,,,,,,,,,,,,,,
83.745881,28.394398,0,0,1633,2743.1,2017/07/08 07:27:03+00,,,,,,,,,,,,,,,,,,,,,
83.74587,28.394303,0,0,1634,2742.5,2017/07/08 07:27:23+00,,,,,,,,,,,,,,,,,,,,,
83.745887,28.394313,0,0,1635,2742.4,2017/07/08 07:27:25+00,,,,,,,,,,,,,,,,,,,,,
83.745922,28.394358,0,0,1636,2742,2017/07/08 07:27:29+00,,,,,,,,,,,,,,,,,,,,,
83.746135,28.394569,0,0,1637,2748.4,2017/07/08 07:27:45+00,,,,,,,,,,,,,,,,,,,,,
83.746285,28.394524,0,0,1638,2747.3,2017/07/08 07:27:58+00,,,,,,,,,,,,,,,,,,,,,
83.746257,28.394338,0,0,1639,2740.9,2017/07/08 07:28:08+00,,,,,,,,,,,,,,,,,,,,,
83.746384,28.39423,0,0,1640,2738.3,2017/07/08 07:28:19+00,,,,,,,,,,,,,,,,,,,,,
83.746411,28.394152,0,0,1641,2738.8,2017/07/08 07:28:23+00,,,,,,,,,,,,,,,,,,,,,
83.74642,28.394137,0,0,1642,2739,2017/07/08 07:28:24+00,,,,,,,,,,,,,,,,,,,,,
83.746549,28.39405,0,0,1643,2742.3,2017/07/08 07:28:37+00,,,,,,,,,,,,,,,,,,,,,
83.746623,28.394008,0,0,1644,2744.4,2017/07/08 07:28:48+00,,,,,,,,,,,,,,,,,,,,,
83.746755,28.394007,0,0,1645,2747.4,2017/07/08 07:29:00+00,,,,,,,,,,,,,,,,,,,,,
83.746888,28.39398,0,0,1646,2750.6,2017/07/08 07:29:12+00,,,,,,,,,,,,,,,,,,,,,
83.747025,28.393939,0,0,1647,2753.3,2017/07/08 07:29:26+00,,,,,,,,,,,,,,,,,,,,,
83.747111,28.393872,0,0,1648,2753.9,2017/07/08 07:29:38+00,,,,,,,,,,,,,,,,,,,,,
83.746913,28.393324,0,0,1649,2749.1,2017/07/08 07:29:44+00,,,,,,,,,,,,,,,,,,,,,
83.747061,28.393324,0,0,1650,2745.4,2017/07/08 07:29:58+00,,,,,,,,,,,,,,,,,,,,,
83.747102,28.393368,0,0,1651,2740.1,2017/07/08 07:30:12+00,,,,,,,,,,,,,,,,,,,,,
83.747224,28.393352,0,0,1652,2738.7,2017/07/08 07:30:26+00,,,,,,,,,,,,,,,,,,,,,
83.747324,28.393383,0,0,1653,2734.3,2017/07/08 07:30:38+00,,,,,,,,,,,,,,,,,,,,,
83.747473,28.393412,0,0,1654,2731.4,2017/07/08 07:30:51+00,,,,,,,,,,,,,,,,,,,,,
83.747636,28.393317,0,0,1655,2737.4,2017/07/08 07:31:05+00,,,,,,,,,,,,,,,,,,,,,
83.74772,28.393282,0,0,1656,2739.9,2017/07/08 07:31:15+00,,,,,,,,,,,,,,,,,,,,,
83.747824,28.393245,0,0,1657,2742.8,2017/07/08 07:31:26+00,,,,,,,,,,,,,,,,,,,,,
83.747978,28.3933,0,0,1658,2737.7,2017/07/08 07:31:37+00,,,,,,,,,,,,,,,,,,,,,
83.748121,28.393375,0,0,1659,2732.1,2017/07/08 07:31:50+00,,,,,,,,,,,,,,,,,,,,,
83.74831,28.39347,0,0,1660,2720.2,2017/07/08 07:32:02+00,,,,,,,,,,,,,,,,,,,,,
83.748458,28.393525,0,0,1661,2713.5,2017/07/08 07:32:14+00,,,,,,,,,,,,,,,,,,,,,
83.748658,28.393612,0,0,1662,2704.3,2017/07/08 07:32:28+00,,,,,,,,,,,,,,,,,,,,,
83.748716,28.393652,0,0,1663,2698.8,2017/07/08 07:32:40+00,,,,,,,,,,,,,,,,,,,,,
83.748799,28.393716,0,0,1664,2687.7,2017/07/08 07:32:57+00,,,,,,,,,,,,,,,,,,,,,
83.748883,28.393697,0,0,1665,2695,2017/07/08 07:33:10+00,,,,,,,,,,,,,,,,,,,,,
83.748906,28.393656,0,0,1666,2699.9,2017/07/08 07:33:17+00,,,,,,,,,,,,,,,,,,,,,
83.749003,28.393657,0,0,1667,2703.4,2017/07/08 07:33:29+00,,,,,,,,,,,,,,,,,,,,,
83.749144,28.393651,0,0,1668,2707.9,2017/07/08 07:33:43+00,,,,,,,,,,,,,,,,,,,,,
83.749239,28.393644,0,0,1669,2710.1,2017/07/08 07:33:53+00,,,,,,,,,,,,,,,,,,,,,
83.749455,28.393726,0,0,1670,2708.7,2017/07/08 07:34:08+00,,,,,,,,,,,,,,,,,,,,,
83.749455,28.393737,0,0,1671,2709.1,2017/07/08 07:34:09+00,,,,,,,,,,,,,,,,,,,,,
83.749548,28.393879,0,0,1672,2701.2,2017/07/08 07:34:22+00,,,,,,,,,,,,,,,,,,,,,
83.749587,28.393972,0,0,1673,2693.1,2017/07/08 07:34:38+00,,,,,,,,,,,,,,,,,,,,,
83.749607,28.39403,0,0,1674,2693.5,2017/07/08 07:34:45+00,,,,,,,,,,,,,,,,,,,,,
83.749637,28.39426,0,0,1675,2681.3,2017/07/08 07:35:05+00,,,,,,,,,,,,,,,,,,,,,
83.749527,28.393992,0,0,1676,2690.3,2017/07/08 07:35:21+00,,,,,,,,,,,,,,,,,,,,,
83.749272,28.39383,0,0,1677,2687.3,2017/07/08 07:35:41+00,,,,,,,,,,,,,,,,,,,,,
